,0
7039,startseq  man balances knife on his arm as another man watches endseq
7040,startseq  baby is lifted into the air by man wearing no shirt endseq
7041,startseq  one man kicks another in the shoulder at martial arts event endseq
7042,startseq  large woman puts her sunglasses on endseq
7043,startseq  man is posed standing on one hand on skateboard ramp endseq
7044,startseq  two people leaning against railing outside the enterance of building endseq
7045,startseq  man jumping onto platform endseq
7046,startseq  little girl looks at birthday cake while man holds baby endseq
7047,startseq  bicycler balances his bike on rail endseq
7048,startseq  lady sitting on front porch reading book endseq
7049,startseq  man and young child walk along the beach shore endseq
7050,startseq  little girl buried in the sand endseq
7051,startseq  little girl rides toy bike and laughs endseq
7052,startseq  dog standing in rocky area endseq
7053,startseq  baby in baby seat wearing red beanie that says love endseq
7054,startseq  girl in costume participates in parade endseq
7055,startseq  child in black cap sleeping across two chairs endseq
7056,startseq  two boys are playing on trampoline endseq
7057,startseq  man dressed in an indian costume plays the drums endseq
7058,startseq  there are two kids in swimmies playing outside next to some trees endseq
7059,startseq  girl in waterwear has skipped stone off an enclosed body of water endseq
7060,startseq  blond child is playing with metal yard ornament endseq
7061,startseq  boy with blue eyes hanging off play set endseq
7062,startseq  little boy puts bat on his forehead and spins around endseq
7063,startseq  woman points at somthing while antoher woman touches her hand at bar endseq
7064,startseq  man dressed in black is smoking cigarette endseq
7065,startseq  large man at party with drink in his right hand endseq
7066,startseq  man in patterned shirt holds beer bottle endseq
7067,startseq  girl dressed in black is posing for the camera endseq
7068,startseq  little girl wearing pink shirt is sitting at the table and drinking milkshake endseq
7069,startseq  there are two people with backpacks walking on the side of grassy hill endseq
7070,startseq  boy in green shirt above something blue endseq
7071,startseq  boy pitches in baseball game endseq
7072,startseq  hiker ascends snowy hill endseq
7073,startseq  brown dog with green ball sit in the snow endseq
7074,startseq  three girls do back flips and cartwheels in the surf endseq
7075,startseq  climber is scaling reddish colored rock face endseq
7076,startseq  blond toddler wearing blue sweater riding on wooden toy endseq
7077,startseq  many people wearing silver leotards are riding bikes on the street endseq
7078,startseq  couple shops at an antique store endseq
7079,startseq  woman in yellow and black outfit is skiing endseq
7080,startseq  boy peeks his head through painted picture endseq
7081,startseq  little boy with bib on is watching the camera endseq
7082,startseq  blond boy slides into green backyard pool endseq
7083,startseq  girl dives into the water while another girl watches her endseq
7084,startseq  boy at the end of slip and slide endseq
7085,startseq  boy hanging onto pole endseq
7086,startseq  girl at wedding holding some orange flowers endseq
7087,startseq  girl in swimsuit stands in the spray of water bicycle in the background endseq
7088,startseq  baby girl in an orange dress gets wet as she stands next to water sprinkler endseq
7089,startseq  one dog is standing whilst two other dogs are running in the snow endseq
7090,startseq  four dogs play in the snow with the city skyline behind them endseq
7091,startseq  white dog is running along path outside endseq
7092,startseq  dog is jumping over log in wooded area while carrying another log endseq
7093,startseq  black and brown dog is running between two cement barriers with snow endseq
7094,startseq  furry dog is running through doorway leading to plants endseq
7095,startseq  brown and black dog runs through the leaves endseq
7096,startseq  crowd walks along sidewalk of farmers market endseq
7097,startseq  fruit stand with group of people standing around it endseq
7098,startseq  group of people stand at farmers market on dreary day endseq
7099,startseq  busy highway scene with woman crossing crosswalk on the left endseq
7100,startseq  firetruck fights fire endseq
7101,startseq  black dog is swimming while carrying tennis endseq
7102,startseq  brown dog is chewing on bone with stuffed animal underneath it endseq
7103,startseq  two small white dogs are in yard chasing red ball endseq
7104,startseq  four dogs are being walked by two owners endseq
7105,startseq  white dog and two black dogs playing endseq
7106,startseq  boy is putting the cone end of melting ice cream cone in his mouth endseq
7107,startseq  man fishes in the ocean endseq
7108,startseq  brown dog plays with stick endseq
7109,startseq  two cyclists atop hill as seen from below endseq
7110,startseq  man and woman are biking on sunny day endseq
7111,startseq  brown dog carries an object in its mouth on snowy hillside endseq
7112,startseq  black dog in pink sweater is up on his hind legs in front of pink blanket endseq
7113,startseq  girl wearing brown jacket and blue jeans has on some white headphones and is walking endseq
7114,startseq  brown dog playing play wrestling with black dog on snow covered land endseq
7115,startseq  man crouched in the bare branches of fallen tree endseq
7116,startseq  black dog carries huge stick in its mouth endseq
7117,startseq  black dog and brown dog are standing next to each other in the snow endseq
7118,startseq  dog walking along the side of house in the snow endseq
7119,startseq  brown dog about to jump on smaller black and tan dog endseq
7120,startseq  black dog runs along field where black birds are beginning to fly endseq
7121,startseq  boy plays with train set endseq
7122,startseq  girl in white cap eats slice of fruit next to girl in blue cap who is eating chocolate endseq
7123,startseq  brown dog is carrying toy in the snow endseq
7124,startseq  black and white dog stands on the grass with baseball in his mouth endseq
7125,startseq  person peaks their head out of tent set up in snowy field endseq
7126,startseq  hiker moves up snowy mountain endseq
7127,startseq  hiker climbs mountain on windy day endseq
7128,startseq  girl treks through the snow with her backpack on endseq
7129,startseq  man gesticulates endseq
7130,startseq  brown and white dog is standing on its hind legs reaching for ball endseq
7131,startseq  guy on inline skates with white hat is on yellow rail endseq
7132,startseq  dog jumping up to touch woman hand endseq
